,geometry,landuse,industrial,caravan:rental,name,shop,city,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,brand,brand:wikidata,description,operator,start_date,website,access,place,barrier,fence_type,waterway,note,man_made,material,depot,cargo:container,fixme,harbour,port:category,port:type,seamark:harbour:category,seamark:type,seaway,operator:wikidata,operator:wikipedia,plant:method,plant:output:electricity,plant:source,power,ref:EU:ENTSOE_EIC,wikidata,wikipedia,contact:phone,cargo,port,name:en,name:it,plant:type,phone,source,amenity,fee,residential,email,building,fax,ref:vatin,type,name:vi,compressed_air,fuel:cng,fuel:diesel,fuel:lpg,fuel:octane_95,opening_hours,self_service,wheelchair,fuel:GTL_diesel,fuel:octane_100,ref:mise,pipeline,substance,substation,area,brand:wikipedia,contact:city,contact:housenumber,contact:postcode,contact:street,direction,not:brand:wikidata,addr:hamlet,addr:province,addr:state,check_date:opening_hours,opening_hours:signed,fuel:adblue,contact:email,contact:facebook,trade,old_name
125,"POLYGON ((12.1753967 45.5005678, 12.1752012 45.5006565, 12.1750349 45.5004892, 12.1748123 45.5006152, 12.1746325 45.5004479, 12.1743992 45.5005569, 12.1742704 45.5004197, 12.1733623 45.5006757, 12.1739513 45.4999431, 12.1737367 45.5000211, 12.1736333 45.5001457, 12.1732815 45.5005698, 12.1728086 45.5011397, 12.172468 45.5015644, 12.1723419 45.5014969, 12.1723875 45.5013653, 12.1724036 45.501228, 12.1723983 45.5011247, 12.1723822 45.5010401, 12.1722856 45.5008239, 12.1722642 45.5007581, 12.1722534 45.5006641, 12.1722507 45.5006133, 12.1722695 45.5005682, 12.1723151 45.5005137, 12.1723902 45.500461, 12.1724814 45.5004215, 12.1725753 45.5003971, 12.172806 45.5003445, 12.1730728 45.5002646, 12.1730045 45.5001772, 12.1731842 45.5000944, 12.1732968 45.5001095, 12.1738122 45.4998992, 12.1737861 45.4999336, 12.1740291 45.4998463, 12.1741096 45.4997446, 12.1745574 45.4991789, 12.1748061 45.4988816, 12.1749598 45.4990437, 12.1753309 45.499544, 12.1750729 45.4996258, 12.1750473 45.4996339, 12.1750013 45.4996485, 12.1746194 45.4997315, 12.1749031 45.5000761, 12.1752701 45.5004241, 12.1753967 45.5005678))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"POLYGON ((12.1681952 45.5011247, 12.1677218 45.50079, 12.1668796 45.4999234, 12.1668059 45.4998397, 12.1674603 45.499553, 12.1675555 45.4995351, 12.1676467 45.4995239, 12.1679364 45.4995596, 12.1683522 45.4996376, 12.1684594 45.4996658, 12.1685305 45.4997025, 12.1685761 45.4997288, 12.1686324 45.4997683, 12.1687961 45.4999187, 12.1689838 45.5001085, 12.1690482 45.5001433, 12.1694291 45.5005155, 12.1694854 45.50054, 12.1695632 45.5005513, 12.1696463 45.50054, 12.1708643 45.5001663, 12.1713012 45.5006885, 12.1707058 45.5008991, 12.170386 45.5004706, 12.168957 45.5008765, 12.1681952 45.5011247))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"POLYGON ((12.1747026 45.4987724, 12.1747471 45.4987182, 12.1749982 45.4984084, 12.175661 45.4975907, 12.1763867 45.4966953, 12.176089 45.4965825, 12.176148 45.4964791, 12.1763089 45.4965318, 12.1766657 45.4958342, 12.176832 45.4954168, 12.1769553 45.4950521, 12.1770573 45.4945783, 12.1771109 45.4943677, 12.1772128 45.4944241, 12.177304 45.4939353, 12.1770197 45.4936194, 12.1764511 45.4935931, 12.1766227 45.4938045, 12.1764967 45.4938337, 12.1760568 45.4939184, 12.1750832 45.4941082, 12.1750054 45.4938319, 12.1742007 45.4939259, 12.174131 45.493956, 12.1739995 45.4938977, 12.1739271 45.4938864, 12.1738681 45.4938713, 12.1738467 45.4938525, 12.1733853 45.4939983, 12.172586 45.4942173, 12.1723446 45.4944034, 12.1722481 45.4946253, 12.17235 45.4948284, 12.1722078 45.4949618, 12.1724305 45.4953379, 12.1723527 45.4953793, 12.1720302 45.4953913, 12.1716735 45.4955448, 12.1715368 45.4958137, 12.1718608 45.4964818, 12.1720076 45.4967416, 12.1721128 45.4968818, 12.1724643 45.497206, 12.1725868 45.4973301, 12.1726985 45.4974233, 12.1734831 45.4982151, 12.1735756 45.4983704, 12.1736226 45.4984467, 12.1737482 45.4985188, 12.1743289 45.4982558, 12.1747026 45.4987724))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"POLYGON ((12.1726682 45.4991878, 12.1726621 45.4991969, 12.172638 45.4992143, 12.1726017 45.4992258, 12.172562 45.4992268, 12.1725246 45.4992172, 12.1724951 45.4991984, 12.1724776 45.4991722, 12.1724763 45.4991432, 12.1724912 45.4991161, 12.1725201 45.4990954, 12.1725582 45.4990842, 12.172574 45.499083, 12.1725847 45.4990426, 12.172472 45.4990961, 12.1724559 45.4989899, 12.1724318 45.4988828, 12.1723929 45.4987803, 12.1723527 45.4986919, 12.1722561 45.498503, 12.1721595 45.4983723, 12.1715514 45.4976707, 12.1720918 45.49743, 12.1716854 45.4969839, 12.171725 45.4969651, 12.1716801 45.4969247, 12.1716318 45.4968908, 12.1715547 45.4968598, 12.1716177 45.4967386, 12.1719235 45.4966032, 12.1720076 45.4967416, 12.1721128 45.4968818, 12.1724643 45.497206, 12.1725868 45.4973301, 12.1726985 45.4974233, 12.1734831 45.4982151, 12.1735756 45.4983704, 12.1736226 45.4984467, 12.1737482 45.4985188, 12.1743289 45.4982558, 12.1747026 45.4987724, 12.1746847 45.4987953, 12.1741415 45.4994654, 12.1737904 45.4990877, 12.1732794 45.4993133, 12.1731372 45.4992917, 12.1729628 45.4990915, 12.1727308 45.4991976, 12.1726682 45.4991878))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"POLYGON ((12.1966481 45.5048224, 12.196852 45.5048957, 12.1974313 45.5054672, 12.1971872 45.5056025, 12.1975091 45.5059052, 12.1970558 45.5061401, 12.1965784 45.5056758, 12.1962119 45.5056912, 12.1961063 45.5057078, 12.1955511 45.5058619, 12.1953969 45.5056669, 12.1935314 45.5063845, 12.1928608 45.5056702, 12.194438 45.504954, 12.1947531 45.5048844, 12.1945238 45.5045846, 12.1949583 45.5044389, 12.1951669 45.5047467, 12.1951863 45.5047754, 12.1954653 45.5047077, 12.1956316 45.5046852, 12.1957979 45.5046833, 12.1959454 45.5047077, 12.1963423 45.5048506, 12.1964335 45.5048675, 12.1965274 45.5048562, 12.1966481 45.5048224))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"POLYGON ((12.1937301 45.5038246, 12.1928662 45.5041851, 12.1921366 45.5032038, 12.1920454 45.5031963, 12.1915899 45.5033804, 12.1920174 45.5039473, 12.1914633 45.5041526, 12.1910887 45.504296, 12.1910123 45.5043244, 12.1906555 45.5044429, 12.1904676 45.5041892, 12.1900982 45.5043167, 12.1900208 45.5043474, 12.1897736 45.5040535, 12.1897709 45.5040084, 12.189602 45.5040517, 12.189264 45.5041043, 12.1895322 45.5044972, 12.1890923 45.5046645, 12.1887624 45.5041776, 12.1880195 45.5042716, 12.1881661 45.504501, 12.1883306 45.5047585, 12.187711 45.5049671, 12.1880838 45.5054916, 12.1883869 45.5058845, 12.1888831 45.5062943, 12.1894544 45.5060894, 12.1895054 45.5061119, 12.1898736 45.5059892, 12.1903181 45.50658, 12.1895805 45.5068488, 12.1904469 45.5079635, 12.1897173 45.5077342, 12.1891111 45.5071966, 12.188918 45.5072135, 12.1882501 45.5065875, 12.1878183 45.5068056, 12.186594 45.5056477, 12.1862778 45.5053487, 12.1859858 45.5050725, 12.1858844 45.5050386, 12.1866837 45.5046062, 12.1859086 45.5039219, 12.1860346 45.5038731, 12.1863753 45.504155, 12.186504 45.5040874, 12.1869278 45.504469, 12.1872228 45.5043355, 12.1873274 45.5043073, 12.1874294 45.5042885, 12.187829 45.5042246, 12.1869573 45.5034012, 12.1877271 45.5031813, 12.1883708 45.5029313, 12.1888724 45.5027583, 12.1895966 45.5025628, 12.1897924 45.5028711, 12.1893042 45.5030497, 12.1894813 45.5033035, 12.190007 45.5031456, 12.1904173 45.5037189, 12.1921152 45.5031023, 12.1917102 45.5025684, 12.1925854 45.5022811, 12.1935743 45.5035761, 12.1937301 45.5038246))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"POLYGON ((12.207157 45.5021436, 12.2086054 45.5032264, 12.2079042 45.5036021, 12.2077632 45.5036776, 12.2072053 45.504046, 12.2067815 45.504422, 12.2068972 45.5045139, 12.2070593 45.5046426, 12.2072643 45.5048055, 12.206744 45.50511, 12.2062826 45.5046701, 12.2060734 45.5047867, 12.2059232 45.5049559, 12.2055745 45.5049859, 12.2047216 45.5054371, 12.2046518 45.505595, 12.2055675 45.5064554, 12.2056121 45.5064973, 12.2055911 45.5065021, 12.2054967 45.5065236, 12.2051038 45.5062103, 12.2049576 45.5062874, 12.2045298 45.5065129, 12.2045553 45.5065349, 12.2044855 45.5065593, 12.2041395 45.5066589, 12.2039795 45.5067315, 12.2036755 45.5068695, 12.2035977 45.5069052, 12.2035307 45.5069127, 12.2032195 45.5068544, 12.2024229 45.5066514, 12.202093 45.506627, 12.2019321 45.5066195, 12.201629 45.506674, 12.2010738 45.5068883, 12.2007412 45.5071402, 12.199899 45.5073206, 12.1989387 45.5076928, 12.1986276 45.5079221, 12.1985042 45.5079555, 12.1983688 45.5079513, 12.1982709 45.5079494, 12.1982092 45.5079372, 12.1979892 45.5079635, 12.1977639 45.5080349, 12.1964765 45.507956, 12.1961553 45.5075538, 12.1957469 45.5070424, 12.1965355 45.5066326, 12.1972543 45.5072943, 12.1977666 45.5071613, 12.1980107 45.507392, 12.1981461 45.5073401, 12.198422 45.5072342, 12.1988713 45.5070617, 12.1991035 45.5073324, 12.1994269 45.5071815, 12.1995342 45.5071176, 12.1992284 45.5068469, 12.1996451 45.506623, 12.1996656 45.506612, 12.1992069 45.506174, 12.1997434 45.5059935, 12.200253 45.5057379, 12.2003657 45.5056815, 12.2008163 45.5060386, 12.2011113 45.5058657, 12.2006178 45.5054183, 12.2010684 45.5052002, 12.2006929 45.5048581, 12.2007841 45.5048092, 12.200548 45.5046212, 12.2010094 45.5043506, 12.2012991 45.5045799, 12.2011971 45.5046175, 12.2013742 45.5047867, 12.2015673 45.5047002, 12.2016531 45.5045799, 12.2019106 45.5045197, 12.2020286 45.5046701, 12.2022486 45.5047416, 12.2023237 45.5048055, 12.2024524 45.5048205, 12.2024953 45.5047716, 12.2027367 45.5047942, 12.2035253 45.5046927, 12.2036755 45.5047265, 12.2039705 45.5049972, 12.2043085 45.5048995, 12.204287 45.5048506, 12.2048342 45.5047303, 12.2051936 45.5044821, 12.2046679 45.5040836, 12.2037998 45.5033336, 12.2035491 45.503012, 12.2033663 45.5025611, 12.2033617 45.5025177, 12.2033 45.5025083, 12.2032812 45.5024481, 12.2033188 45.502435, 12.2032973 45.5023071, 12.2026241 45.5023466, 12.202608 45.5019217, 12.2019857 45.5019593, 12.2018462 45.5016059, 12.2014493 45.5016473, 12.2015029 45.5018503, 12.2010899 45.5019217, 12.2008485 45.5015646, 12.2011328 45.5014781, 12.2007036 45.50079, 12.2003603 45.5009216, 12.2002906 45.5004798, 12.2005856 45.5004197, 12.2007948 45.5001358, 12.2009316 45.5000719, 12.2010979 45.5001019, 12.2014251 45.5002636, 12.2018699 45.5005524, 12.2019696 45.5006171, 12.2021311 45.5006312, 12.2025946 45.5006716, 12.2034931 45.5004967, 12.2035924 45.5004291, 12.2038338 45.5001264, 12.2039115 45.5000869, 12.2041771 45.5000174, 12.2043943 45.5002053, 12.2047323 45.5000832, 12.2050971 45.5005494, 12.2044265 45.50079, 12.2047162 45.5010983, 12.2049951 45.5009893, 12.2059715 45.5019217, 12.20617 45.5018315, 12.2063041 45.5019368, 12.2056764 45.5023353, 12.204743 45.5014442, 12.2045928 45.5015119, 12.2044855 45.5013672, 12.2043273 45.5014518, 12.2040778 45.5015401, 12.2033858 45.5017525, 12.2034126 45.5021022, 12.203697 45.5024068, 12.2038472 45.5023316, 12.2042441 45.5027715, 12.2049147 45.5023616, 12.2062075 45.5035648, 12.2072107 45.5030158, 12.2069371 45.5027639, 12.2071356 45.5025985, 12.2068351 45.5023316, 12.207157 45.5021436))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"POLYGON ((12.2015002 45.5137602, 12.2009826 45.5140497, 12.2002875 45.5144625, 12.2006368 45.5147964, 12.2001482 45.515056, 12.1997986 45.5147287, 12.1984345 45.5155044, 12.1980053 45.5150759, 12.1983701 45.5148785, 12.1976003 45.5141888, 12.1975735 45.5141343, 12.1969351 45.5135648, 12.1963209 45.513031, 12.1958113 45.5125611, 12.1957509 45.5125089, 12.196506 45.5120724, 12.1969646 45.5123167, 12.1975708 45.5128618, 12.1982995 45.5124809, 12.1985874 45.5127284, 12.1987081 45.5127716, 12.1991211 45.5125536, 12.1996602 45.5129577, 12.1999059 45.5128496, 12.1998556 45.5128102, 12.1994693 45.512508, 12.1998722 45.5122889, 12.2003147 45.5126729, 12.2004434 45.5126288, 12.2014788 45.5135291, 12.2015458 45.5135366, 12.2018723 45.5133221, 12.2019186 45.5132577, 12.2020001 45.5131932, 12.2027276 45.512801, 12.2027636 45.512734, 12.2017416 45.5117679, 12.2015324 45.5118995, 12.201394 45.5117628, 12.2012268 45.5115978, 12.2010729 45.5114459, 12.2009155 45.5112905, 12.2009579 45.5112664, 12.2006337 45.5109549, 12.2005829 45.510907, 12.2007653 45.5108093, 12.2008324 45.5107736, 12.2013688 45.5112379, 12.2017819 45.5110198, 12.2021896 45.5113732, 12.2026992 45.5110837, 12.2025382 45.5109033, 12.2031927 45.5104804, 12.2033268 45.5105932, 12.2038767 45.5103056, 12.2024551 45.5091364, 12.2016692 45.5085086, 12.2009021 45.5090763, 12.2003442 45.5084485, 12.200591 45.508268, 12.1998721 45.5075612, 12.2008699 45.5073582, 12.2010791 45.5072191, 12.2013098 45.5070838, 12.2020769 45.5068695, 12.2027045 45.5074635, 12.2033483 45.5072717, 12.2036916 45.5075311, 12.2040725 45.5072755, 12.2040268 45.5072318, 12.2039845 45.5072546, 12.2039141 45.5071977, 12.2039537 45.5071617, 12.2038096 45.5070236, 12.203874 45.5069898, 12.2041449 45.5068187, 12.2044936 45.5067285, 12.2047001 45.5066495, 12.204912 45.5064672, 12.2049496 45.506439, 12.2050595 45.5064691, 12.2052821 45.5065894, 12.2054484 45.5066439, 12.2056121 45.5066317, 12.2057059 45.5066007, 12.2060841 45.5063657, 12.2065884 45.506189, 12.2067386 45.5060612, 12.2069532 45.5057755, 12.2070765 45.5057228, 12.2073589 45.506201, 12.2073984 45.506268, 12.2060519 45.5066589, 12.2059017 45.5067529, 12.2075272 45.5081891, 12.2073966 45.5082658, 12.2071642 45.5084034, 12.2070836 45.5084543, 12.2063631 45.5088733, 12.2069634 45.5093542, 12.2072656 45.5095622, 12.2075209 45.5093853, 12.2076237 45.5092793, 12.2075164 45.5091665, 12.2076935 45.5090274, 12.2076452 45.5089635, 12.2079107 45.5087577, 12.2079255 45.5087426, 12.2080369 45.5087924, 12.2081155 45.5088545, 12.2082 45.5089323, 12.2082519 45.5089294, 12.2083061 45.5089343, 12.2084626 45.5089503, 12.2086233 45.508754, 12.2086822 45.5087015, 12.208651 45.5086049, 12.208643 45.50858, 12.2086847 45.5084419, 12.2088939 45.5080888, 12.2097194 45.5074165, 12.210263 45.5071176, 12.2105138 45.5069556, 12.2110891 45.5065838, 12.2119099 45.5071928, 12.2115827 45.5074221, 12.2117972 45.5076289, 12.2112125 45.5079785, 12.2117597 45.5083883, 12.2110408 45.5088582, 12.2109657 45.5089522, 12.2109282 45.5092567, 12.2108531 45.5094109, 12.2101128 45.5102492, 12.2100375 45.5102835, 12.2098808 45.5103547, 12.209807 45.5103883, 12.2089809 45.5096552, 12.2085625 45.5098169, 12.2092867 45.5104823, 12.2079468 45.5108485, 12.2078218 45.5107314, 12.2077564 45.5107792, 12.2077095 45.5107077, 12.2075853 45.5107399, 12.2075694 45.5107224, 12.2075512 45.5107, 12.2074433 45.5105836, 12.2073861 45.5105264, 12.2070474 45.5101601, 12.2062713 45.5106976, 12.2063925 45.5108022, 12.2067869 45.5111424, 12.2058696 45.5116927, 12.2057924 45.5116301, 12.2052205 45.5119709, 12.2056896 45.5123347, 12.2058749 45.5124784, 12.2055262 45.5127152, 12.2053747 45.5126212, 12.2051158 45.5128075, 12.204841 45.5126688, 12.2047443 45.5127302, 12.2048475 45.5127952, 12.2050501 45.5129228, 12.205213 45.5130253, 12.2058105 45.5132302, 12.205199 45.513779, 12.204853 45.5134633, 12.2035751 45.5145146, 12.2023653 45.5135206, 12.2022788 45.5134881, 12.2022003 45.5134745, 12.202164 45.5134812, 12.2020964 45.5134755, 12.2020528 45.5134774, 12.2019455 45.5134999, 12.2018758 45.5135253, 12.2015002 45.5137602))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"POLYGON ((12.2524058 45.4579367, 12.2458237 45.4605182, 12.2455797 45.4607383, 12.2456038 45.4612989, 12.2455958 45.461884, 12.2446957 45.4632747, 12.2446626 45.4641177, 12.2453931 45.4649617, 12.2459241 45.4647968, 12.2463005 45.464693, 12.2466519 45.4645689, 12.2471975 45.4643305, 12.2475501 45.4641863, 12.2488734 45.4629652, 12.2494627 45.4624215, 12.2498008 45.4622397, 12.2500992 45.4621154, 12.2504217 45.4619876, 12.2504889 45.4619619, 12.2509945 45.462601, 12.2511524 45.4628006, 12.2512743 45.4629522, 12.2514422 45.4631345, 12.251566 45.4632149, 12.2544871 45.4616582, 12.2545686 45.4616148, 12.2543288 45.4613572, 12.2530013 45.4611578, 12.2529316 45.4609641, 12.2543505 45.4605859, 12.2544095 45.460663, 12.2567886 45.4597205, 12.2579003 45.4592303, 12.2579848 45.4591291, 12.257976 45.4590117, 12.2579312 45.4589372, 12.2574006 45.4585583, 12.2572797 45.4585332, 12.2570372 45.4584166, 12.251582 45.4605977, 12.2514248 45.460397, 12.2494947 45.4611397, 12.2467692 45.4637307, 12.246505 45.4636016, 12.2462881 45.4635878, 12.2463203 45.4614313, 12.2530147 45.458791, 12.2524058 45.4579367))",industrial,port,,Terminal Multiservice,,"Venezia, Veneto, Italy",,,,,,,,,,,https://www.mservice.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,general,cargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"POLYGON ((12.3595935 45.4306434, 12.3596606 45.430642, 12.3608181 45.4307426, 12.3609327 45.4310148, 12.3618992 45.4310385, 12.3619253 45.4306342, 12.3623459 45.4306342, 12.362406 45.4302788, 12.3625562 45.4299429, 12.3626151 45.4299405, 12.362653 45.4299425, 12.3622336 45.431663, 12.3627686 45.4318237, 12.3627426 45.431851, 12.3624994 45.4317803, 12.3624243 45.4319088, 12.3621373 45.4318262, 12.3620122 45.4320485, 12.3627249 45.4322605, 12.3634086 45.4315839, 12.3636722 45.4316601, 12.3643328 45.431001, 12.3643739 45.4310003, 12.3644541 45.4309118, 12.3645226 45.4309399, 12.3644258 45.4310257, 12.3644375 45.4310436, 12.364156 45.4313571, 12.3638095 45.4317272, 12.3629959 45.4324906, 12.3628568 45.4326199, 12.3626113 45.4326973, 12.3625067 45.4327221, 12.3624468 45.432731, 12.3623316 45.432736, 12.3622578 45.432737, 12.3621778 45.4327358, 12.3620366 45.432723, 12.3618299 45.4327101, 12.3618121 45.4328226, 12.3617118 45.4328143, 12.3617251 45.4327025, 12.3616799 45.4326992, 12.3616335 45.4327273, 12.3594903 45.4320658, 12.3595171 45.4319943, 12.359383 45.4317873, 12.3593944 45.4316532, 12.3594447 45.4316593, 12.359519 45.4311626, 12.3595832 45.4307146, 12.3595935 45.4306434))",industrial,depot,,Cantiere Navale ACTV,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTV shipyards,Cantiere Navale ACTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"POLYGON ((12.1834 45.5272213, 12.1834463 45.5268735, 12.1835438 45.5267565, 12.1840866 45.5265355, 12.1842628 45.5269451, 12.1834 45.5272213))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"POLYGON ((12.1842628 45.5269451, 12.1851581 45.5266485, 12.1851768 45.5268614, 12.1852707 45.5269892, 12.1854318 45.527131, 12.1845319 45.5274131, 12.1842628 45.5269451))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"POLYGON ((12.2364531 45.4976329, 12.2365295 45.4976304, 12.2365709 45.4976291, 12.2365749 45.4977513, 12.2364572 45.4977536, 12.2364531 45.4976329))",commercial,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"POLYGON ((12.2063845 45.4626026, 12.2064274 45.4639421, 12.2063738 45.4639872, 12.2062933 45.4643446, 12.2059232 45.4643446, 12.2059194 45.4644251, 12.2059017 45.4647961, 12.2063026 45.4648433, 12.2066045 45.4648789, 12.2069961 45.4647886, 12.2073448 45.4645591, 12.2075915 45.4643634, 12.2078437 45.4639533, 12.2072697 45.4639684, 12.2072858 45.4625161, 12.2071198 45.462532, 12.2063845 45.4626026))",industrial,depot,,Terminal Masiero,,"Venezia, Veneto, Italy",,131/b,,Via Bottenigo,,,,,,,https://www.masierospedizioni.it/,,,,,,,,,container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"POLYGON ((12.2230646 45.4946657, 12.2232454 45.4945921, 12.2244844 45.4939842, 12.2245695 45.4938915, 12.2249058 45.4937354, 12.2235224 45.4927731, 12.223302 45.4925909, 12.2229318 45.4926666, 12.2230646 45.4946657))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"POLYGON ((12.2524863 45.4458158, 12.254903 45.4448692, 12.2572124 45.4449031, 12.2572258 45.4442614, 12.2575477 45.4442557, 12.2575262 45.4446942, 12.2576013 45.4446961, 12.2575504 45.4466927, 12.2574618 45.4466946, 12.2573841 45.4469938, 12.2570515 45.4473927, 12.2567859 45.4475978, 12.2564493 45.4477813, 12.2561771 45.4478829, 12.2559826 45.4479177, 12.2559838 45.4481278, 12.2555637 45.4483252, 12.2551027 45.4485148, 12.2550787 45.4484756, 12.2549392 45.4484502, 12.2548869 45.4483872, 12.2548346 45.4484022, 12.2546522 45.4481783, 12.2544631 45.4482602, 12.2542432 45.4479911, 12.2541694 45.447992, 12.2541238 45.4478594, 12.2524863 45.4458158))",industrial,,,Centrale Termoelettrica Marghera Levante,,"Venezia, Veneto, Italy",Venezia,16,30175,Via della Chimica,,,,,Edison,1965,https://www.edison.it/en/marghera-levante-thermoelectric-power-plant,,,,,,,,,,,,,,,,,,Q912872,,combustion,766 MW,gas,plant,26WIMPI-S05PMAR7,Q19381036,,,,,,,combined_cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"POLYGON ((12.2280461 45.434106, 12.2292091 45.4342521, 12.2297144 45.434347, 12.2304986 45.4344949, 12.2318368 45.4347155, 12.2318259 45.4352983, 12.2318256 45.4353753, 12.2318255 45.4354097, 12.2317661 45.4397544, 12.2317636 45.4399593, 12.2320104 45.4400271, 12.2319671 45.4401072, 12.2278523 45.4390759, 12.2279173 45.4389967, 12.2280295 45.4389914, 12.2280354 45.4387717, 12.2280837 45.4344264, 12.2280461 45.434106))",industrial,oil,,Decal S.p.A. - Deposito costiero Calliope,,"Venezia, Veneto, Italy",Venezia,,30175,Via della Geologia,,,,,,,https://www.decalstorage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"POLYGON ((12.2382398 45.4677529, 12.2381419 45.4677005, 12.2376054 45.4666697, 12.238571 45.4663763, 12.2380614 45.4655185, 12.2358781 45.4660941, 12.2367954 45.4676592, 12.2369724 45.4678059, 12.2371173 45.467994, 12.2375947 45.4678849, 12.2380882 45.4680993, 12.2382398 45.4677529))",industrial,,,Fulltrans,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"POLYGON ((12.2344219 45.4614891, 12.2344748 45.4615164, 12.2347307 45.4616974, 12.2347809 45.4617631, 12.2348536 45.4618204, 12.2348881 45.4618451, 12.234954 45.4618798, 12.2349802 45.4618897, 12.2350282 45.4619002, 12.2350896 45.4618997, 12.2351431 45.4618911, 12.235211 45.4618677, 12.2361361 45.4615399, 12.2357563 45.4610107, 12.2355765 45.4610748, 12.2351499 45.4604729, 12.2344114 45.4607238, 12.2344176 45.4609599, 12.2344198 45.4610452, 12.2344219 45.4614891))",industrial,depot,,Ambro Terminal,,"Venezia, Veneto, Italy",Venezia,17/T,30175,Via Banchina dell'Azoto,,,,,,,https://www.cosulich.com/,,,,,,,,,container,,,,,,,,,,,,,,,,,,,,,,,,+39 041 2688006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"POLYGON ((12.1795503 45.5036964, 12.1794766 45.5037001, 12.1792862 45.5037979, 12.1788646 45.5040013, 12.1794793 45.5046814, 12.1798798 45.5045553, 12.180014 45.5047012, 12.1803577 45.5045479, 12.1801431 45.5043101, 12.1801713 45.5042302, 12.1796724 45.503702, 12.1796253 45.5036613, 12.1795503 45.5036964))",residential,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
